Field,Date,Initials,Cycle,DISS_Initials,DISS_G_Unpara,DISS_G_Para,DISS_G_fungus,DISS_G_p+f,DISS_R_Unpara,DISS_R_Para,DISS_R_Fungus,DISS_R_p+f
246,27-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,27-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,27-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,27-Aug-19,CD,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,27-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,27-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Aug-19,EG,3,EG,26,5,40,2,0,1,2,0
218,29-Aug-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Aug-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Aug-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Aug-19,EG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,29-Aug-19,LBG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Aug-19,EG,4,EG,35,2,40,7,6,0,11,3
506SE,29-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,29-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Aug-19,EG,4,EG,31,9,23,13,4,3,7,9
576N,29-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,29-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Aug-19,LBG,4,EG,24,8,25,8,7,1,5,7
246,29-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Aug-19,LBG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,29-Aug-19,EG,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,29-Aug-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,11-Sep-19,MB,3,"EG,MB",18,26,18,9,6,2,7,3
218,11-Sep-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,11-Sep-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,11-Sep-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,11-Sep-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,11-Sep-19,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Sep-19,MB,4,LBG,32,7,9,1,9,6,7,0
506SE,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Sep-19,MB,4,LBG,51,11,6,0,6,0,6,1
576N,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Sep-19,MB,4,EG,12,6,15,6,3,1,7,2
246,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Sep-19,MB,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,11-Sep-19,MB,2,EG,26,14,26,10,6,5,10,1
408,11-Sep-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,11-Sep-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,11-Sep-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,11-Sep-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,11-Sep-19,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
